web-scraper-order,web-scraper-start-url,links,links-href,reat_name,address,cuisine,type,avg_cost,bestselling_items,facilities_features,contact,ratings,reviesws,votes,timing,pages,pages-href
"1655589619-5881","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=49","Subway","https://www.dineout.co.in/bangalore/subway-cv-raman-nagar-east-bangalore-5894","Subway","Bagmane Tech Park |","Fast Food","Food Court","500 for two people","null","Air Conditioned","080-40951122","4.3","2 reviews","3 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655570328-2739","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=199","Yumlane Gourmet Pizza","https://www.dineout.co.in/bangalore/yumlane-gourmet-pizza-new-thippasandra-east-bangalore-93675","Yumlane Gourmet Pizza","New Thippasandra |","Fast Food","QSR","600 for two people","null","null","08951393426","null","null","null","Time: 11:00 AM to 04:00 AM (Open Now)Sunday11:00 AM to 04:00 AMMonday11:00 AM to 04:00 AMTuesday11:00 AM to 04:00 AMWednesday11:00 AM to 04:00 AMThursday11:00 AM to 04:00 AMFriday11:00 AM to 04:00 AMSaturday11:00 AM to 04:00 AM","",""
"1655564674-1854","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=241","Kuttanad Restaurant","https://www.dineout.co.in/bangalore/kuttanad-restaurant-kaggadasapura-east-bangalore-25492","Kuttanad Restaurant","Ramachandra Reddy Building |","North Indian","Casual Dining","600 for two people","null","null","09964239918","null","null","null","Time: 08:30 AM to 10:30 PM (Open Now)Sunday08:30 AM to 10:30 PMMonday08:30 AM to 10:30 PMTuesday08:30 AM to 10:30 PMWednesday08:30 AM to 10:30 PMThursday08:30 AM to 10:30 PMFriday08:30 AM to 10:30 PMSaturday08:30 AM to 10:30 PM","",""
"1655590641-6086","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=39","Sandwichwallas","https://www.dineout.co.in/bangalore/sandwichwallas-basavanagudi-south-bangalore-58779","Sandwichwallas","Basavanagudi |","Fast Food","QSR","300 for two people","Club Sandwich, Cheese Chilli Sandwich, Veg Burger, Potato Wedges, Cheese Garlic Bread.","Home Delivery","08277204538","3.3","null","1 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655583538-4857","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=98","Wow! Momo","https://www.dineout.co.in/bangalore/wow-momo-whitefield-east-bangalore-39026","Wow! Momo","Inorbit Mall |","Tibetan","Food Court","400 for two people","Chicken Cheese Pan Fried Momos, Chicken Cheese Chili Momos, Corn Cheese Pan Fried Momos, Corn Cheese Chili Momos, Chicken Cheesy Moburg.","Air Conditioned","07353123472","3.7","4 reviews","23 Votes","Time:  (Opens at 10:00 AM)Sunday10:00 AM to 10:30 PMMonday10:00 AM to 10:30 PMTuesday10:00 AM to 10:30 PMWednesday10:00 AM to 10:30 PMThursday10:00 AM to 10:30 PMFriday10:00 AM to 10:30 PMSaturday10:00 AM to 10:30 PM","",""
"1655587272-5487","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=68","Bake Ur Wish","https://www.dineout.co.in/bangalore/bake-ur-wish-nagarbhavi-west-bangalore-29578","Bake Ur Wish","Nagarbhavi |","Desserts","Cafe","700 for two people","Chocolate Doughnut, Potato Twister, Cakes Pastry, Dessert Counter, Corn Sandwich, Noodle.","Wifi","09632536875","3.5","null","2 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655583166-4784","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=101","Blend","https://www.dineout.co.in/bangalore/blend-whitefield-east-bangalore-6198","Blend","Royal Orchid Suites |","Finger Food","Nightlife","1,500 for two people","null","Smoking Area","080-42512345","3","null","1 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655578530-3801","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=148","Deccan Spices","https://www.dineout.co.in/bangalore/deccan-spices-adugodi-south-bangalore-41533","Deccan Spices","Adugodi |","North Indian","QSR","500 for two people","null","Home Delivery","0080- 25545252","null","null","null","Time:  (Opens at 12:30 PM)Sunday12:30 PM to 11:30 PMMonday12:30 PM to 11:30 PMTuesday12:30 PM to 11:30 PMWednesday12:30 PM to 11:30 PMThursday12:30 PM to 11:30 PMFriday12:30 PM to 11:30 PMSaturday12:30 PM to 11:30 PM","",""
"1655588581-5714","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=57","Chai Central","https://www.dineout.co.in/bangalore/chai-central-ulsoor-central-bangalore-66853","Chai Central","Ulsoor |","Fast Food","QSR","300 for two people","null","Home Delivery","09755552624","null","null","null","Time:  (Opens at 09:00 AM)Sunday09:00 AM to 11:00 PMMonday09:00 AM to 11:00 PMTuesday09:00 AM to 11:00 PMWednesday09:00 AM to 11:00 PMThursday09:00 AM to 11:00 PMFriday09:00 AM to 11:00 PMSaturday09:00 AM to 11:00 PM","",""
"1655565498-2012","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=233","Cups and Cues","https://www.dineout.co.in/bangalore/cups-and-cues-sarjapur-road-south-bangalore-22544","Cups and Cues","Sarjapur Road |","North Indian","Casual Dining","1,000 for two people","null","null","07204253930","4","null","2 Votes","Time: 10:00 AM to 10:00 PM (Open Now)Sunday10:00 AM to 10:00 PMMonday10:00 AM to 10:00 PMTuesday10:00 AM to 10:00 PMWednesday10:00 AM to 10:00 PMThursday10:00 AM to 10:00 PMFriday10:00 AM to 10:00 PMSaturday10:00 AM to 10:00 PM","",""
"1655591736-6311","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=29","Sandhya Veg","https://www.dineout.co.in/bangalore/sandhya-veg-brigade-road-central-bangalore-63801","Sandhya Veg","Brigade Road |","North Indian","Casual Dining","400 for two people","null","Air Conditioned","08048667487","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655558801-837","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=289","Brik Oven","https://www.dineout.co.in/bangalore/brik-oven-sarjapur-road-south-bangalore-105036","Brik Oven","Sarjapur Road |","Pizza","Cafe","1,200 for two people","Garlic Bread, Waffles, Wood Fire Pizza, Mushroom Pizza, Brownie Shake, Cookie Monster Shake, Big Bang Shake.","Cards Accepted","09741323435","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655577918-3712","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=152","Vinny's","https://www.dineout.co.in/bangalore/vinnys-banashankari-south-bangalore-30739","Vinny's","Banashankari |","Italian","Casual Dining","800 for two people","Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad, Thin Crust Pizza, Salsa.","Home Delivery","080-26716795","4.3","23 reviews","223 Votes","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 10:00 PMMonday12:00 PM to 10:00 PMTuesday12:00 PM to 10:00 PMWednesday12:00 PM to 10:00 PMThursday12:00 PM to 10:00 PMFriday12:00 PM to 10:00 PMSaturday12:00 PM to 10:00 PM","",""
"1655585941-5288","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=77","California Burrito","https://www.dineout.co.in/bangalore/california-burrito-sarjapur-road-south-bangalore-50874","California Burrito","Sarjapur Road |","Fast Food","QSR","500 for two people","Nachos, Crispy Peri Peri Chicken, BBQ Paneer, Popcorn Mushroom, Crispy Chicken.","Air Conditioned","080-8043707734","4.5","13 reviews","99 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655568121-2465","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=212","Paradise Premium","https://www.dineout.co.in/bangalore/paradise-premium-banashankari-south-bangalore-91857","Paradise Premium","Banashankari |","Chinese","Casual Dining","900 for two people","null","Air Conditioned","09845610223","null","null","null","Time: 06:00 PM to 11:30 PM (Open Now)Sunday11:00 AM to 04:00 PMSunday06:00 PM to 11:30 PMMonday11:00 AM to 04:00 PMMonday06:00 PM to 11:30 PMTuesday11:00 AM to 04:00 PMTuesday06:00 PM to 11:30 PMWednesday11:00 AM to 04:00 PMWednesday06:00 PM to 11:30 PMThursday11:00 AM to 04:00 PMThursday06:00 PM to 11:30 PMFriday11:00 AM to 04:00 PMFriday06:00 PM to 11:30 PMSaturday11:00 AM to 04:00 PMSaturday06:00 PM to 11:30 PM","",""
"1655563651-1669","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=250","Just Bake","https://www.dineout.co.in/bangalore/just-bake-rajarajeshwari-nagar-west-bangalore-19043","Just Bake","Rajarajeshwari Nagar |","Desserts","QSR, Bakery","400 for two people","null","null","028604877","null","null","null","Time: 10:00 AM to 10:00 PM (Open Now)Sunday10:00 AM to 10:00 PMMonday10:00 AM to 10:00 PMTuesday10:00 AM to 10:00 PMWednesday10:00 AM to 10:00 PMThursday10:00 AM to 10:00 PMFriday10:00 AM to 10:00 PMSaturday10:00 AM to 10:00 PM","",""
"1655576220-3434","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=166","New Kadai","https://www.dineout.co.in/bangalore/new-kadai-jc-road-south-bangalore-46310","New Kadai","JC Road |","North Indian","Casual Dining","500 for two people","null","Home Delivery","0080-23535025","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655572770-2957","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=188","Uncle Peter's Pancakes And Cafe","https://www.dineout.co.in/bangalore/uncle-peters-pancakes-and-cafe-domlur-east-bangalore-95102","Uncle Peter's Pancakes And Cafe","Domlur |","Tea","QSR","400 for two people","null","Home Delivery","08617754839","null","null","null","Time:  (Opens at 09:00 AM)Sunday09:00 AM to 10:00 PMMonday09:00 AM to 10:00 PMTuesday09:00 AM to 10:00 PMWednesday09:00 AM to 10:00 PMThursday09:00 AM to 10:00 PMFriday09:00 AM to 10:00 PMSaturday09:00 AM to 10:00 PM","",""
"1655561240-1246","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=270","Domino's Pizza","https://www.dineout.co.in/bangalore/dominos-pizza-marathahalli-east-bangalore-35900","Domino's Pizza","Marathahalli |","Pizza","QSR","500 for two people","Veg Pizza, Garlic Bread, Cheese Pizza, Paneer Pizza.","Home Delivery","080-25639350","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655560867-1179","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=273","Lavonne","https://www.dineout.co.in/bangalore/lavonne-whitefield-east-bangalore-78252","Lavonne","Forum Shantiniketan Mall |","Desserts","Casual Dining","800 for two people","null","Air Conditioned","06366569911","3","null","1 Votes","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655577631-3666","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=155","Bob's Restaurant","https://www.dineout.co.in/bangalore/bobs-restaurant-jeevan-bhima-nagar-east-bangalore-28267","Bob's Restaurant","Jeevan Bhima Nagar |","North Indian","QSR","500 for two people","null","null","041161228","4","null","1 Votes","Time:  (Opens at 12:30 PM)Sunday12:30 PM to 03:00 PMSunday07:30 PM to 10:30 PMMonday12:30 PM to 03:00 PMMonday07:30 PM to 10:30 PMTuesday12:30 PM to 03:00 PMTuesday07:30 PM to 10:30 PMWednesday12:30 PM to 03:00 PMWednesday07:30 PM to 10:30 PMThursday12:30 PM to 03:00 PMThursday07:30 PM to 10:30 PMFriday12:30 PM to 03:00 PMFriday07:30 PM to 10:30 PMSaturday12:30 PM to 03:00 PMSaturday07:30 PM to 10:30 PM","",""
"1655583303-4809","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=100","Indian Burrito Company","https://www.dineout.co.in/bangalore/indian-burrito-company-electronic-city-south-bangalore-95429","Indian Burrito Company","Electronic City |","Tex Mex","QSR","300 for two people","Tikka Masala, Desi Fries, Loaded Chicken Fries, Malai Tikka.","Home Delivery","080-43334333","5","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655590324-6022","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=42","Cafe Coffee Day","https://www.dineout.co.in/bangalore/cafe-coffee-day-sanjay-nagar-north-bangalore-13115","Cafe Coffee Day","Sanjay Nagar |","Beverages","Cafe","900 for two people","Devils Own, Chilli Cheese Toast, Cold Dark Frappe, Spinach 'N' Corn Chipotle Sandwich, Cocoa Fantasy Pastry.","Air Conditioned","080-32486314","4.5","null","1 Votes","Time:  (Opens at 09:00 AM)Sunday09:00 AM to 11:00 PMMonday09:00 AM to 11:00 PMTuesday09:00 AM to 11:00 PMWednesday09:00 AM to 11:00 PMThursday09:00 AM to 11:00 PMFriday09:00 AM to 11:00 PMSaturday09:00 AM to 11:00 PM","",""
